日期,产品,销售额,销量,成本,利润,部门,地区
2022-09-13,产品A,10628,148,6748,3880,销售部,华东
2022-09-14,产品B,16357,59,6677,9680,销售部,华北
2022-09-15,产品C,2737,492,1910,827,销售部,华南
2022-09-16,产品D,13682,200,8233,5449,销售部,西南
2022-09-17,产品E,45866,190,28319,17547,销售部,华中
2022-09-18,产品A,42034,304,19371,22663,销售部,华东
2022-09-19,产品B,33649,180,23510,10139,销售部,华北
2022-09-20,产品C,5655,95,3099,2556,销售部,华南
2022-09-21,产品D,9563,489,4539,5024,销售部,西南
2022-09-22,产品E,34932,78,16641,18291,销售部,华中
2022-09-23,产品A,27567,18,12719,14848,销售部,华东
2022-09-24,产品B,22922,110,13635,9287,销售部,华北
2022-09-25,产品C,47737,362,25682,22055,销售部,华南
2022-09-26,产品D,21991,346,14314,7677,销售部,西南
2022-09-27,产品E,27849,15,15542,12307,销售部,华中
2022-09-28,产品A,44074,405,19888,24186,销售部,华东
2022-09-29,产品B,35625,267,21977,13648,销售部,华北
2022-09-30,产品C,3972,346,2183,1789,销售部,华南
2022-10-01,产品D,19653,165,10157,9496,销售部,西南
2022-10-02,产品E,26757,474,10828,15929,销售部,华中
2022-10-03,产品A,33069,380,14118,18951,销售部,华东
2022-10-04,产品B,41218,347,17631,23587,销售部,华北
2022-10-05,产品C,21343,289,9811,11532,销售部,华南
2022-10-06,产品D,8847,56,3544,5303,销售部,西南
2022-10-07,产品E,4285,255,1895,2390,销售部,华中
2022-10-08,产品A,19705,53,8435,11270,销售部,华东
2022-10-09,产品B,2386,165,1391,995,销售部,华北
2022-10-10,产品C,7854,416,5248,2606,销售部,华南
2022-10-11,产品D,8637,243,3689,4948,销售部,西南
2022-10-12,产品E,48708,51,23261,25447,销售部,华中
2022-10-13,产品A,37561,215,19557,18004,销售部,华东
2022-10-14,产品B,3327,145,1826,1501,销售部,华北
2022-10-15,产品C,40220,465,19026,21194,销售部,华南
2022-10-16,产品D,15435,270,6659,8776,销售部,西南
2022-10-17,产品E,5381,337,2744,2637,销售部,华中
2022-10-18,产品A,5782,291,2575,3207,销售部,华东
2022-10-19,产品B,30409,16,18615,11794,销售部,华北
2022-10-20,产品C,32933,368,14218,18715,销售部,华南
2022-10-21,产品D,10677,62,4659,6018,销售部,西南
2022-10-22,产品E,12907,499,8185,4722,销售部,华中
2022-10-23,产品A,45143,418,25892,19251,销售部,华东
2022-10-24,产品B,46723,206,26455,20268,销售部,华北
2022-10-25,产品C,47057,259,30725,16332,销售部,华南
2022-10-26,产品D,10455,389,6222,4233,销售部,西南
2022-10-27,产品E,1834,480,1225,609,销售部,华中
2022-10-28,产品A,35492,464,15206,20286,销售部,华东
2022-10-29,产品B,38266,67,21049,17217,销售部,华北
2022-10-30,产品C,43098,219,19426,23672,销售部,华南
2022-10-31,产品D,34560,381,14771,19789,销售部,西南
2022-11-01,产品E,16762,48,7579,9183,销售部,华中
2022-11-02,产品A,16898,113,7345,9553,销售部,华东
2022-11-03,产品B,21803,156,12773,9030,销售部,华北
2022-11-04,产品C,33980,132,22117,11863,销售部,华南
2022-11-05,产品D,38792,249,16918,21874,销售部,西南
2022-11-06,产品E,23301,31,10415,12886,销售部,华中
2022-11-07,产品A,14777,468,9914,4863,销售部,华东
2022-11-08,产品B,48819,319,32174,16645,销售部,华北
2022-11-09,产品C,24290,433,16270,8020,销售部,华南
2022-11-10,产品D,34146,231,20530,13616,销售部,西南
2022-11-11,产品E,45398,267,24325,21073,销售部,华中
2022-11-12,产品A,1737,245,1034,703,销售部,华东
2022-11-13,产品B,23372,255,11904,11468,销售部,华北
2022-11-14,产品C,30294,15,13889,16405,销售部,华南
2022-11-15,产品D,41039,246,23342,17697,销售部,西南
2022-11-16,产品E,48258,266,29634,18624,销售部,华中
2022-11-17,产品A,32008,49,14163,17845,销售部,华东
2022-11-18,产品B,14072,391,7889,6183,销售部,华北
2022-11-19,产品C,25161,146,11142,14019,销售部,华南
2022-11-20,产品D,2777,208,1708,1069,销售部,西南
2022-11-21,产品E,47389,93,28883,18506,销售部,华中
2022-11-22,产品A,8490,261,5107,3383,销售部,华东
2022-11-23,产品B,36757,161,18801,17956,销售部,华北
2022-11-24,产品C,45682,185,24339,21343,销售部,华南
2022-11-25,产品D,29906,172,18941,10965,销售部,西南
2022-11-26,产品E,37901,145,20198,17703,销售部,华中
2022-11-27,产品A,2242,357,1143,1099,销售部,华东
2022-11-28,产品B,29511,88,18964,10547,销售部,华北
2022-11-29,产品C,4232,184,2307,1925,销售部,华南
2022-11-30,产品D,11972,18,6017,5955,销售部,西南
2022-12-01,产品E,24664,486,14023,10641,销售部,华中
2022-12-02,产品A,19105,350,8125,10980,销售部,华东
2022-12-03,产品B,37613,257,23031,14582,销售部,华北
2022-12-04,产品C,31348,74,13260,18088,销售部,华南
2022-12-05,产品D,32021,401,14665,17356,销售部,西南
2022-12-06,产品E,1368,242,714,654,销售部,华中
2022-12-07,产品A,36851,403,15323,21528,销售部,华东
2022-12-08,产品B,31936,20,16476,15460,销售部,华北
2022-12-09,产品C,5259,48,2768,2491,销售部,华南
2022-12-10,产品D,29365,496,12853,16512,销售部,西南
2022-12-11,产品E,23912,65,15034,8878,销售部,华中
2022-12-12,产品A,42757,277,20277,22480,销售部,华东
2022-12-13,产品B,20276,189,12070,8206,销售部,华北
2022-12-14,产品C,37074,352,19475,17599,销售部,华南
2022-12-15,产品D,47159,144,22735,24424,销售部,西南
2022-12-16,产品E,42802,449,24777,18025,销售部,华中
2022-12-17,产品A,22596,201,9088,13508,销售部,华东
2022-12-18,产品B,9587,16,3942,5645,销售部,华北
2022-12-19,产品C,5662,240,3828,1834,销售部,华南
2022-12-20,产品D,21719,99,12209,9510,销售部,西南
2022-12-21,产品E,13641,342,8213,5428,销售部,华中
2022-12-22,产品A,16651,354,8986,7665,销售部,华东
2022-12-23,产品B,46712,139,25268,21444,销售部,华北
2022-12-24,产品C,26692,123,15338,11354,销售部,华南
2022-12-25,产品D,21378,152,9604,11774,销售部,西南
2022-12-26,产品E,18952,285,12788,6164,销售部,华中
2022-12-27,产品A,15692,210,7183,8509,销售部,华东
2022-12-28,产品B,8903,377,5370,3533,销售部,华北
2022-12-29,产品C,18740,94,10764,7976,销售部,华南
2022-12-30,产品D,2764,249,1150,1614,销售部,西南
2022-12-31,产品E,43372,150,24245,19127,销售部,华中
2022-01-01,产品A,39744,380,18838,20906,销售部,华东
2022-01-02,产品B,21454,336,12626,8828,销售部,华北
2022-01-03,产品C,4650,71,2895,1755,销售部,华南
2022-01-04,产品D,4190,95,1786,2404,销售部,西南
2022-01-05,产品E,18459,100,10893,7566,销售部,华中
2022-01-06,产品A,19768,307,10534,9234,销售部,华东
2022-01-07,产品B,28885,391,18911,9974,销售部,华北
2022-01-08,产品C,24958,371,13280,11678,销售部,华南
2022-01-09,产品D,44642,263,20582,24060,销售部,西南
2022-01-10,产品E,39931,25,16688,23243,销售部,华中
2022-01-11,产品A,16890,385,8423,8467,销售部,华东
2022-01-12,产品B,27149,190,13296,13853,销售部,华北
2022-01-13,产品C,27201,424,13754,13447,销售部,华南
2022-01-14,产品D,20787,410,9098,11689,销售部,西南
2022-01-15,产品E,11150,435,7423,3727,销售部,华中
2022-01-16,产品A,47687,354,29593,18094,销售部,华东
2022-01-17,产品B,18358,233,8826,9532,销售部,华北
2022-01-18,产品C,25811,436,11387,14424,销售部,华南
2022-01-19,产品D,27853,191,12001,15852,销售部,西南
2022-01-20,产品E,42169,153,26568,15601,销售部,华中
2022-01-21,产品A,31815,391,18364,13451,销售部,华东
2022-01-22,产品B,23942,403,15909,8033,销售部,华北
2022-01-23,产品C,42803,101,25055,17748,销售部,华南
2022-01-24,产品D,43899,142,22546,21353,销售部,西南
2022-01-25,产品E,4385,196,2903,1482,销售部,华中
2022-01-26,产品A,41373,55,25406,15967,销售部,华东
2022-01-27,产品B,27119,388,16191,10928,销售部,华北
2022-01-28,产品C,43317,48,19198,24119,销售部,华南
2022-01-29,产品D,9353,340,5487,3866,销售部,西南
2022-01-30,产品E,15496,296,7538,7958,销售部,华中
2022-01-31,产品A,35731,43,14824,20907,销售部,华东
2022-02-01,产品B,1889,122,774,1115,销售部,华北
2022-02-02,产品C,39934,55,23168,16766,销售部,华南
2022-02-03,产品D,45149,482,27828,17321,销售部,西南
2022-02-04,产品E,12258,431,7422,4836,销售部,华中
2022-02-05,产品A,41048,53,24929,16119,销售部,华东
2022-02-06,产品B,10018,403,5470,4548,销售部,华北
2022-02-07,产品C,38375,411,25158,13217,销售部,华南
2022-02-08,产品D,48322,452,23118,25204,销售部,西南
2022-02-09,产品E,19608,237,12115,7493,销售部,华中
2022-02-10,产品A,6791,403,3631,3160,销售部,华东
2022-02-11,产品B,18221,388,10278,7943,销售部,华北
2022-02-12,产品C,18070,299,11314,6756,销售部,华南
2022-02-13,产品D,42831,447,26764,16067,销售部,西南
2022-02-14,产品E,38415,284,22624,15791,销售部,华中
2022-02-15,产品A,11420,329,4602,6818,销售部,华东
2022-02-16,产品B,5357,281,2932,2425,销售部,华北
2022-02-17,产品C,14201,189,7314,6887,销售部,华南
2022-02-18,产品D,43278,186,20907,22371,销售部,西南
2022-02-19,产品E,10964,147,6707,4257,销售部,华中
2022-02-20,产品A,20254,138,10463,9791,销售部,华东
2022-02-21,产品B,28412,302,18962,9450,销售部,华北
2022-02-22,产品C,26112,400,12182,13930,销售部,华南
2022-02-23,产品D,28228,103,16437,11791,销售部,西南
2022-02-24,产品E,18350,387,11970,6380,销售部,华中
2022-02-25,产品A,4400,21,2629,1771,销售部,华东
2022-02-26,产品B,37291,237,21177,16114,销售部,华北
2022-02-27,产品C,11892,32,6001,5891,销售部,华南
2022-02-28,产品D,45966,353,29181,16785,销售部,西南
2022-03-01,产品E,26995,299,17269,9726,销售部,华中
2022-03-02,产品A,45702,486,21474,24228,销售部,华东
2022-03-03,产品B,36724,40,22700,14024,销售部,华北
2022-03-04,产品C,11766,322,5255,6511,销售部,华南
2022-03-05,产品D,11086,205,5138,5948,销售部,西南
2022-03-06,产品E,26596,25,16033,10563,销售部,华中
2022-03-07,产品A,24332,90,15059,9273,销售部,华东
2022-03-08,产品B,23139,28,9811,13328,销售部,华北
2022-03-09,产品C,8244,238,4669,3575,销售部,华南
2022-03-10,产品D,20965,212,14211,6754,销售部,西南
2022-03-11,产品E,17956,35,7588,10368,销售部,华中
2022-03-12,产品A,34382,476,20656,13726,销售部,华东
2022-03-13,产品B,16210,368,9958,6252,销售部,华北
2022-03-14,产品C,35489,335,22765,12724,销售部,华南
2022-03-15,产品D,40709,464,28243,12466,销售部,西南
2022-03-16,产品E,39014,202,21490,17524,销售部,华中
2022-03-17,产品A,49137,101,30714,18423,销售部,华东
2022-03-18,产品B,47412,366,27294,20118,销售部,华北
2022-03-19,产品C,33450,475,13639,19811,销售部,华南
2022-03-20,产品D,42758,484,24209,18549,销售部,西南
2022-03-21,产品E,17988,429,12349,5639,销售部,华中
2022-03-22,产品A,38684,154,19228,19456,销售部,华东
2022-03-23,产品B,24704,11,14157,10547,销售部,华北
2022-03-24,产品C,45932,269,23281,22651,销售部,华南
2022-03-25,产品D,30171,158,17138,13033,销售部,西南
2022-03-26,产品E,14796,98,9236,5560,销售部,华中
2022-03-27,产品A,25230,477,13515,11715,销售部,华东
2022-03-28,产品B,18463,237,10912,7551,销售部,华北
2022-03-29,产品C,34837,153,22563,12274,销售部,华南
2022-03-30,产品D,46687,349,23944,22743,销售部,西南
2022-03-31,产品E,1519,353,836,683,销售部,华中
2022-04-01,产品A,11514,362,7757,3757,销售部,华东
2022-04-02,产品B,1597,133,879,718,销售部,华北
2022-04-03,产品C,39549,55,19849,19700,销售部,华南
2022-04-04,产品D,44148,298,21460,22688,销售部,西南
2022-04-05,产品E,42548,420,21566,20982,销售部,华中
2022-04-06,产品A,49279,332,25388,23891,销售部,华东
2022-04-07,产品B,27205,492,13104,14101,销售部,华北
2022-04-08,产品C,40373,21,19201,21172,销售部,华南
2022-04-09,产品D,46532,436,26731,19801,销售部,西南
2022-04-10,产品E,11416,350,6608,4808,销售部,华中
2022-04-11,产品A,2875,457,1846,1029,销售部,华东
2022-04-12,产品B,6752,235,2937,3815,销售部,华北
2022-04-13,产品C,27986,389,15701,12285,销售部,华南
2022-04-14,产品D,5311,469,2615,2696,销售部,西南
2022-04-15,产品E,17406,164,10952,6454,销售部,华中
2022-04-16,产品A,42708,302,17548,25160,销售部,华东
2022-04-17,产品B,44397,443,27461,16936,销售部,华北
2022-04-18,产品C,37439,162,19145,18294,销售部,华南
2022-04-19,产品D,24385,465,15061,9324,销售部,西南
2022-04-20,产品E,48279,367,25197,23082,销售部,华中
2022-04-21,产品A,49373,236,27759,21614,销售部,华东
2022-04-22,产品B,6435,311,2905,3530,销售部,华北
2022-04-23,产品C,3763,431,2287,1476,销售部,华南
2022-04-24,产品D,37009,48,19667,17342,销售部,西南
2022-04-25,产品E,39179,61,22128,17051,销售部,华中
2022-04-26,产品A,12688,323,5339,7349,销售部,华东
2022-04-27,产品B,34480,137,20098,14382,销售部,华北
2022-04-28,产品C,13041,197,7867,5174,销售部,华南
2022-04-29,产品D,17654,268,10249,7405,销售部,西南
2022-04-30,产品E,12586,65,6045,6541,销售部,华中
2022-05-01,产品A,14932,125,9217,5715,销售部,华东
2022-05-02,产品B,47501,312,31715,15786,销售部,华北
2022-05-03,产品C,12249,80,5627,6622,销售部,华南
2022-05-04,产品D,13881,381,7254,6627,销售部,西南
2022-05-05,产品E,42473,369,24450,18023,销售部,华中
2022-05-06,产品A,43026,163,19143,23883,销售部,华东
2022-05-07,产品B,16754,74,9578,7176,销售部,华北
2022-05-08,产品C,22248,476,11213,11035,销售部,华南
2022-05-09,产品D,32891,70,21972,10919,销售部,西南
2022-05-10,产品E,32115,287,16647,15468,销售部,华中
2022-05-11,产品A,35077,391,17667,17410,销售部,华东
2022-05-12,产品B,39157,301,18556,20601,销售部,华北
2022-05-13,产品C,25599,453,11251,14348,销售部,华南
2022-05-14,产品D,47540,217,28055,19485,销售部,西南
2022-05-15,产品E,40349,35,16665,23684,销售部,华中
2022-05-16,产品A,43733,330,20552,23181,销售部,华东
2022-05-17,产品B,34714,172,17107,17607,销售部,华北
2022-05-18,产品C,41100,346,16638,24462,销售部,华南
2022-05-19,产品D,30990,51,15665,15325,销售部,西南
2022-05-20,产品E,4258,499,1981,2277,销售部,华中
2022-05-21,产品A,23958,51,15356,8602,销售部,华东
2022-05-22,产品B,12039,435,7491,4548,销售部,华北
2022-05-23,产品C,45402,394,23003,22399,销售部,华南
2022-05-24,产品D,24161,115,11800,12361,销售部,西南
2022-05-25,产品E,1669,385,1040,629,销售部,华中
2022-05-26,产品A,17691,100,8683,9008,销售部,华东
2022-05-27,产品B,46857,119,30240,16617,销售部,华北
2022-05-28,产品C,24112,349,13587,10525,销售部,华南
2022-05-29,产品D,17940,461,9857,8083,销售部,西南
2022-05-30,产品E,35815,159,16671,19144,销售部,华中
2022-05-31,产品A,18257,308,7371,10886,销售部,华东
2022-06-01,产品B,9837,220,6016,3821,销售部,华北
2022-06-02,产品C,7382,16,3990,3392,销售部,华南
2022-06-03,产品D,34551,394,23012,11539,销售部,西南
2022-06-04,产品E,1486,220,926,560,销售部,华中
2022-06-05,产品A,4196,346,2402,1794,销售部,华东
2022-06-06,产品B,36029,71,14598,21431,销售部,华北
2022-06-07,产品C,9572,170,6291,3281,销售部,华南
2022-06-08,产品D,33275,197,15542,17733,销售部,西南
2022-06-09,产品E,44209,417,19739,24470,销售部,华中
2022-06-10,产品A,29708,141,18200,11508,销售部,华东
2022-06-11,产品B,35764,411,23838,11926,销售部,华北
2022-06-12,产品C,7849,185,3542,4307,销售部,华南
2022-06-13,产品D,35258,210,20134,15124,销售部,西南
2022-06-14,产品E,48078,134,29866,18212,销售部,华中
2022-06-15,产品A,16401,94,8695,7706,销售部,华东
2022-06-16,产品B,35414,280,24787,10627,销售部,华北
2022-06-17,产品C,6956,114,3020,3936,销售部,华南
2022-06-18,产品D,36135,50,20821,15314,销售部,西南
2022-06-19,产品E,5663,416,3901,1762,销售部,华中
2022-06-20,产品A,45648,399,26096,19552,销售部,华东
2022-06-21,产品B,4262,18,2071,2191,销售部,华北
2022-06-22,产品C,23322,197,10476,12846,销售部,华南
2022-06-23,产品D,16329,178,9196,7133,销售部,西南
2022-06-24,产品E,21493,173,10094,11399,销售部,华中
2022-06-25,产品A,47926,17,23889,24037,销售部,华东
2022-06-26,产品B,8727,94,5768,2959,销售部,华北
2022-06-27,产品C,46771,473,30028,16743,销售部,华南
2022-06-28,产品D,48845,435,19758,29087,销售部,西南
2022-06-29,产品E,30521,19,12709,17812,销售部,华中
2022-06-30,产品A,19385,266,10556,8829,销售部,华东
2022-07-01,产品B,24616,280,12179,12437,销售部,华北
2022-07-02,产品C,33060,413,21899,11161,销售部,华南
2022-07-03,产品D,30217,389,19899,10318,销售部,西南
2022-07-04,产品E,36169,240,23429,12740,销售部,华中
2022-07-05,产品A,29341,349,15243,14098,销售部,华东
2022-07-06,产品B,14824,142,8008,6816,销售部,华北
2022-07-07,产品C,49880,37,34341,15539,销售部,华南
2022-07-08,产品D,39383,118,16911,22472,销售部,西南
2022-07-09,产品E,33112,363,13811,19301,销售部,华中
2022-07-10,产品A,37490,293,17463,20027,销售部,华东
2022-07-11,产品B,44106,326,23375,20731,销售部,华北
2022-07-12,产品C,40710,90,25315,15395,销售部,华南
2022-07-13,产品D,13809,17,6906,6903,销售部,西南
2022-07-14,产品E,7458,443,4714,2744,销售部,华中
2022-07-15,产品A,41477,488,16750,24727,销售部,华东
2022-07-16,产品B,46615,466,25759,20856,销售部,华北
2022-07-17,产品C,4203,365,2856,1347,销售部,华南
2022-07-18,产品D,26368,396,16161,10207,销售部,西南
2022-07-19,产品E,8382,469,4661,3721,销售部,华中
2022-07-20,产品A,42002,83,28970,13032,销售部,华东
